speaker,speaker_yomi,canonical_house,canonical_party,canonical_position,n_speeches,first_date,last_date,wikipedia_title,district_prefecture,district_block,status,source,notes
石月英雄,,衆議院,,外務省大臣官房参事官,2,2021-04-20,2021-04-21,石月英雄,,,no_district,,
辻清人,つじきよと,衆議院,自由民主党・無所属の会,外務副大臣,2,2021-03-17,2024-04-02,辻清人,東京都,第2区,ok,wikipedia,
鈴木憲和,すずきのりかず,衆議院,自由民主党・無所属の会,農林水産副大臣,2,2021-02-26,2024-04-04,鈴木憲和,山形県,第2区,ok,wikipedia,
井内雅明,,参議院,,厚生労働省大臣官房審議官,2,2020-03-26,2020-07-09,井内雅明,,,no_district,,
緑川貴士,みどりかわたかし,衆議院,立憲民主・国民・社保・無所属フォーラム,,2,2018-11-27,2020-05-27,緑川貴士,秋田県,第2区,ok,wikipedia,
大隅洋,,衆議院,,外務省大臣官房参事官,2,2020-02-25,2020-05-22,大隅洋,,,no_district,,
加藤寛治,かとうかんじ,参議院,自由民主党・無所属の会,農林水産副大臣,2,2020-03-26,2020-05-12,加藤寛治,,,no_district,,
松川るい,まつかわるい,参議院,自由民主党・国民の声,,2,2019-06-06,2020-03-26,松川るい,大阪府,,ok,wikipedia,
森田俊和,もりたとしかず,衆議院,立憲民主・国民・社保・無所属フォーラム,,2,2019-03-22,2019-11-13,森田俊和,埼玉県,第12区,ok,wikipedia,
榛葉賀津也,しんばかづや,参議院,国民民主党・新緑風会,,2,2019-05-21,2019-05-21,榛葉賀津也,静岡県,,ok,wikipedia,
上野宏史,うえのひろし,参議院,自由民主党,厚生労働大臣政務官,2,2019-04-09,2019-05-29,上野宏史,全国,比例区,ok,wikipedia,
大串博志,おおぐしひろし,衆議院,立憲民主党・無所属フォーラム,,2,2019-02-20,2022-04-08,大串博志,佐賀県,第2区,ok,wikipedia,
小里泰弘,おざとやすひろ,衆議院,自由民主党,農林水産副大臣,2,2019-01-23,2019-01-23,小里泰弘,全国,比例区,ok,wikipedia,
塚田一郎,つかだいちろう,参議院,自由民主党・国民の声,国土交通副大臣・内閣府副大臣・復興副大臣,2,2018-12-06,2019-04-03,塚田一郎,全国,比例区,ok,wikipedia,
宮沢由佳,みやざわゆか,参議院,立憲民主党・民友会,,2,2018-11-27,2018-11-27,宮沢由佳,山梨県,,ok,wikipedia,
原田義昭,はらだよしあき,参議院,自由民主党,環境大臣・内閣府特命担当大臣（原子力防災）,2,2018-11-27,2018-11-27,原田義昭,福岡県,第5区,ok,wikipedia,
儀間光男,ぎまみつお,参議院,日本維新の会,,2,2015-04-14,2018-11-15,儀間光男,全国,比例区,ok,wikipedia,
礒崎陽輔,いそざきようすけ,衆議院,自由民主党・こころ,農林水産副大臣,2,2018-04-18,2018-04-18,礒崎陽輔,大分県,,ok,wikipedia,
松本洋平,まつもとようへい,衆議院,自由民主党・無所属の会,内閣府副大臣,2,2017-05-17,2017-05-17,松本洋平,東京19区,,ok,wikipedia,
木村弥生,きむらやよい,衆議院,自由民主党・無所属の会,,2,2017-04-10,2019-05-10,木村弥生,全国,比例区,ok,wikipedia,
谷内繁,,衆議院,,厚生労働省大臣官房審議官,2,2016-11-01,2017-02-22,谷内繁,,,no_district,,
務台俊介,むたいしゅんすけ,衆議院,自由民主党・無所属の会,内閣府大臣政務官・復興大臣政務官,2,2016-12-09,2019-04-23,務台俊介,全国,比例区,ok,wikipedia,
神山洋介,かみやまようすけ,衆議院,民進党・無所属クラブ,,2,2016-10-21,2016-10-21,神山洋介,全国,比例区,ok,wikipedia,
河村建夫,かわむらたけお,衆議院,自由民主党,,2,2016-06-01,2016-08-03,河村建夫,山口県,第3区,ok,wikipedia,
上西小百合,うえにしさゆり,衆議院,無所属,,2,2016-05-10,2016-05-10,上西小百合,全国,比例区,ok,wikipedia,
伊東良孝,いとうよしたか,衆議院,自由民主党,農林水産副大臣,2,2016-04-26,2024-03-26,伊東良孝,全国,比例区,ok,wikipedia,
森山裕,もりやまひろし,衆議院,自由民主党,農林水産大臣,2,2016-04-25,2016-04-25,森山裕,鹿児島県,第4区,ok,wikipedia,
渡辺博道,わたなべひろみち,衆議院,自由民主党,復興大臣,2,2016-04-22,2019-06-11,渡辺博道,| 内閣 = 第4次安倍内閣 (第1次改造)<hr />第2次岸田内閣 (第1次改造),,ok,wikipedia,
竹内譲,たけうちゆずる,参議院,公明党,厚生労働副大臣,2,2016-04-21,2020-11-02,竹内譲,全国,比例区,ok,wikipedia,
三ッ林裕巳,みつばやしひろみ,衆議院,自由民主党,厚生労働大臣政務官,2,2014-05-23,2016-04-15,三ッ林裕巳,埼玉県,第13区,ok,wikipedia,
長峯誠,ながみねまこと,参議院,自由民主党,経済産業大臣政務官・内閣府大臣政務官,2,2015-08-04,2023-06-07,長峯誠,宮崎県,,ok,wikipedia,
中原八一,なかはらやいち,参議院,自由民主党,,2,2015-05-11,2015-05-11,中原八一,新潟県,,ok,wikipedia,
末松信介,すえまつしんすけ,参議院,自由民主党,文部科学大臣,2,2015-04-01,2022-05-12,末松信介,兵庫県,,ok,wikipedia,
西村まさみ,にしむらまさみ,参議院,民主党・新緑風会,,2,2014-06-09,2014-06-12,西村正美,全国,比例区,ok,wikipedia,
土井亨,どいとおる,衆議院,自由民主党,国土交通大臣政務官,2,2014-05-16,2020-03-06,土井亨,宮城県,第1区,ok,wikipedia,
大島敦,おおしまあつし,衆議院,民主党・無所属クラブ,,2,2014-04-23,2014-04-23,大島敦,全国,比例区,ok,wikipedia,
杉本かずみ,すぎもとかずみ,衆議院,みんなの党,,2,2014-02-21,2014-03-26,杉本かずみ,,,no_district,,
神山佐市,かみやまさいち,衆議院,自由民主党,,2,2014-02-21,2014-02-21,神山佐市,埼玉県,第7区,ok,wikipedia,
中村博彦,なかむらひろひこ,参議院,自由民主党・たちあがれ日本・無所属の会,,2,2012-01-30,2012-03-22,中村博彦,全国,比例区,ok,wikipedia,
吉川里奈,よしかわりな,衆議院,参政党,,2,2024-12-12,2024-12-12,吉川里奈,全国,比例区,ok,wikipedia,
赤木正幸,あかぎまさゆき,衆議院,日本維新の会・教育無償化を実現する会,,2,2024-05-20,2024-05-20,赤木正幸,全国,比例区,ok,wikipedia,
金城泰邦,きんじょうやすくに,衆議院,公明党,,2,2022-03-17,2023-06-13,金城泰邦,全国,比例区,ok,wikipedia,
上野通子,うえのみちこ,参議院,自由民主党,,2,2023-05-25,2023-05-25,上野通子,栃木県,,ok,wikipedia,
前原誠司,まえはらせいじ,衆議院,国民民主党・無所属クラブ,,2,2022-11-02,2023-03-15,前原誠司,京都府,第2区,ok,wikipedia,
芝博一,しばひろかず,参議院,立憲民主・社民,,2,2021-06-04,2022-06-08,芝博一,三重県,,ok,wikipedia,
小林洋子,,参議院,,厚生労働省大臣官房審議官,2,2021-04-08,2021-04-08,小林洋子,,,no_district,,
細田健一,ほそだけんいち,衆議院,自由民主党・無所属の会,農林水産大臣政務官,2,2017-04-21,2021-03-01,細田健一,全国,比例区,ok,wikipedia,
井林辰憲,いばやしたつのり,衆議院,自由民主党・無所属の会,,2,2019-02-27,2021-02-25,井林辰憲,静岡県,第2区,ok,wikipedia,
あきもと司,あきもとつかさ,参議院,自由民主党,環境副大臣・内閣府副大臣,2,2019-04-02,2019-04-04,秋元司,東京都,第15区,ok,wikipedia,
遠藤敬,えんどうたかし,衆議院,日本維新の会,,2,2019-02-28,2019-02-28,遠藤敬,大阪府,第18区,ok,wikipedia,
小泉進次郎,こいずみしんじろう,衆議院,自由民主党,内閣府大臣政務官・復興大臣政務官,2,2015-05-12,2019-02-04,小泉進次郎,神奈川県,第11区,ok,wikipedia,
神本美恵子,かみもとみえこ,参議院,立憲民主党・民友会,,2,2018-11-15,2018-11-15,神本美恵子,全国,比例区,ok,wikipedia,
杉尾秀哉,すぎおひでや,参議院,民進党・新緑風会,,2,2017-06-06,2022-03-02,杉尾秀哉,長野県,,ok,wikipedia,
本村賢太郎,もとむらけんたろう,衆議院,民進党・無所属クラブ,,2,2016-02-25,2017-04-10,本村賢太郎,全国,比例区,ok,wikipedia,
森本真治,もりもとしんじ,参議院,民進党・新緑風会,,2,2014-06-17,2016-12-13,森本真治,広島県,,ok,wikipedia,
國場幸之助,こくばこうのすけ,衆議院,自由民主党,,2,2016-02-25,2020-02-25,國場幸之助,沖縄1区,,ok,wikipedia,
甘利明,あまりあきら,参議院,自由民主党,内閣府特命担当大臣（経済財政政策）,2,2013-04-10,2016-01-15,甘利明,,,no_district,,
中野正志,なかのまさし,参議院,次世代の党,,2,2015-06-30,2016-11-22,中野正志,全国,比例区,ok,wikipedia,
宮沢隆仁,みやざわたかひと,衆議院,次世代の党,,2,2014-11-05,2014-11-05,宮沢隆仁,全国,比例区,ok,wikipedia,
輿水恵一,こしみずけいいち,衆議院,公明党,,2,2014-06-04,2015-05-29,輿水恵一,全国,比例区,ok,wikipedia,
渡辺美知太郎,わたなべみちたろう,参議院,みんなの党,,2,2014-05-20,2014-05-20,渡辺美知太郎,全国,比例区,ok,wikipedia,
藤井基之,ふじいもとゆき,参議院,自由民主党・無所属の会,,2,2013-02-27,2013-02-27,藤井基之,全国,比例区,ok,wikipedia,
中山展宏,なかやまのりひろ,衆議院,自由民主党・無所属の会,,2,2021-03-18,2023-02-22,中山展宏,全国,比例区,ok,wikipedia,
安江伸夫,やすえのぶお,参議院,公明党,,2,2022-03-29,2022-04-14,安江伸夫,愛知県,,ok,wikipedia,
あかま二郎,あかまじろう,衆議院,自由民主党・無所属の会,,2,2021-04-21,2021-05-12,赤間二郎,神奈川県,第14区,ok,wikipedia,
安東義雄,,衆議院,,外務省大臣官房参事官,2,2021-04-09,2022-03-02,安東義雄,,,no_district,,
松原仁,まつばらじん,衆議院,立憲民主党・無所属,国家公安委員会委員長・内閣府特命担当大臣（消費者及び食品安全）,2,2012-09-03,2021-02-26,松原仁,東京都,第26区,ok,wikipedia,
保坂和人,,参議院,,法務省大臣官房審議官,2,2020-06-12,2020-11-18,保坂和人,,,no_district,,
山内康一,やまうちこういち,衆議院,立憲民主・国民・社保・無所属フォーラム,,2,2012-04-18,2020-02-25,山内康一,全国,比例区,ok,wikipedia,
笠井亮,かさいあきら,衆議院,日本共産党,,2,2014-05-14,2018-11-28,笠井亮,全国,比例区,ok,wikipedia,
星野剛士,ほしのつよし,衆議院,自由民主党,経済産業大臣政務官・内閣府大臣政務官・復興大臣政務官,2,2016-05-19,2018-11-27,星野剛士,神奈川県,第12区,ok,wikipedia,
武正公一,たけまさこういち,衆議院,民進党・無所属クラブ,,2,2017-04-21,2017-04-21,武正公一,全国,比例区,ok,wikipedia,
富山聡,,参議院,,法務大臣官房審議官,2,2016-04-20,2016-05-12,富山聡,,,no_district,,
藤本祐司,ふじもとゆうじ,参議院,民主党・新緑風会,,2,2015-03-24,2015-04-01,藤本祐司,静岡県,,ok,wikipedia,
山本一太,やまもといちた,参議院,自由民主党,内閣府特命担当大臣（沖縄及び北方対策・科学技術政策・宇宙政策）,2,2013-05-30,2014-11-13,山本一太,群馬県,,ok,wikipedia,
伊吹文明,いぶきぶんめい,衆議院,無所属,議長,2,2014-05-29,2014-05-29,伊吹文明,,,no_district,,
河野章,,参議院,,外務大臣官房参事官,2,2014-04-16,2014-05-27,河野章,,,no_district,,
岸信夫,きしのぶお,参議院,自由民主党,外務副大臣,2,2013-12-03,2013-12-03,岸信夫,山口県,第2区,ok,wikipedia,
石原大,,参議院,,国土交通省大臣官房公共交通政策審議官,2,2024-02-27,2024-05-30,石原大,,,no_district,,
三上えり,みかみえり,参議院,立憲民主・社民,,2,2024-04-04,2024-05-30,三上えり,,,no_district,,
長徳英晶,,衆議院,,外務省大臣官房参事官,2,2024-05-17,2024-05-17,長徳英晶,,,no_district,,
安藤高夫,あんどうたかお,衆議院,自由民主党・無所属の会,,2,2019-02-27,2020-05-20,安藤高夫,東京都,第28区,ok,wikipedia,
越智隆雄,おちたかお,衆議院,自由民主党・無所属の会,,2,2019-10-23,2019-10-23,越智隆雄,全国,比例区,ok,wikipedia,
新川達也,,参議院,,経済産業大臣官房原子力事故災害対処審議官,2,2019-05-14,2019-05-21,新川達也,,,no_district,,
宮腰光寛,みやこしみつひろ,衆議院,自由民主党,内閣府特命担当大臣（沖縄及び北方対策・消費者及び食品安全・少子化対策・海洋政策）,2,2019-03-15,2019-04-23,宮腰光寛,富山県,第2区,ok,wikipedia,
田中昌史,たなかまさし,参議院,自由民主党,,2,2023-05-16,2024-05-30,田中昌史,全国,比例区,ok,wikipedia,
赤池誠章,あかいけまさあき,参議院,自由民主党,,2,2016-04-19,2024-05-27,赤池誠章,全国,比例区,ok,wikipedia,
五十嵐清,いがらしきよし,衆議院,自由民主党・無所属の会,,2,2024-04-17,2024-04-17,五十嵐清,,,no_district,,
津島淳,つしまじゅん,参議院,自由民主党,法務副大臣,2,2022-02-25,2022-03-03,津島淳,青森県,第1区,ok,wikipedia,
竹谷とし子,たけやとしこ,参議院,公明党,,2,2019-06-03,2021-05-07,竹谷とし子,東京都,,ok,wikipedia,
阿達雅志,あだちまさし,参議院,自由民主党・国民の声,国土交通大臣政務官・内閣府大臣政務官,2,2018-12-06,2018-12-06,阿達雅志,全国,比例区,ok,wikipedia,
牧島かれん,まきしまかれん,衆議院,自由民主党・無所属の会,内閣府大臣政務官,2,2016-04-25,2017-05-16,牧島かれん,神奈川県,第17区,ok,wikipedia,
松村祥史,まつむらよしふみ,衆議院,自由民主党,国家公安委員会委員長・内閣府特命担当大臣（防災・海洋政策）,2,2024-02-22,2024-02-26,松村祥史,熊本県,,ok,wikipedia,
上野賢一郎,うえのけんいちろう,衆議院,自由民主党,,2,2022-06-15,2022-08-05,上野賢一郎,滋賀県,第2区,ok,wikipedia,
木原誠二,きはらせいじ,衆議院,自由民主党・無所属の会,,2,2020-12-04,2021-06-16,木原誠二,東京都,第20区,ok,wikipedia,
下地幹郎,しもじみきお,衆議院,日本維新の会,,2,2017-02-02,2017-02-02,下地幹郎,全国,比例区,ok,wikipedia,
比嘉奈津美,ひがなつみ,参議院,自由民主党,,1,2024-05-30,2024-05-30,比嘉奈津美,全国,比例区,ok,wikipedia,
浅尾慶一郎,あさおけいいちろう,参議院,自由民主党,,1,2024-05-24,2024-05-24,浅尾慶一郎,神奈川県,,ok,wikipedia,
英利アルフィヤ,えりあるふぃや,衆議院,自由民主党・無所属の会,,1,2024-05-17,2024-05-17,英利アルフィヤ,千葉5区,,ok,wikipedia,
酒井なつみ,さかいなつみ,衆議院,立憲民主党・無所属,,1,2024-05-17,2024-05-17,酒井なつみ,,,no_district,,
新谷正義,しんたにまさよし,衆議院,自由民主党・無所属の会,,1,2024-05-08,2024-05-08,新谷正義,広島県,第4区,ok,wikipedia,
泉潤一,,衆議院,,厚生労働省大臣官房審議官,1,2024-03-13,2024-03-13,泉潤一,,,no_district,,
早坂敦,はやさかあつし,衆議院,日本維新の会・教育無償化を実現する会,,1,2024-02-27,2024-02-27,早坂敦,全国,比例区,ok,wikipedia,
吉田統彦,よしだつねひこ,衆議院,立憲民主党・無所属,,1,2023-12-06,2023-12-06,吉田統彦,全国,比例区,ok,wikipedia,
太栄志,ふとりひでし,衆議院,立憲民主党・無所属,,1,2023-11-08,2023-11-08,太栄志,神奈川県,第13区,ok,wikipedia,
新藤義孝,しんどうよしたか,衆議院,自由民主党・無所属の会,内閣府特命担当大臣（経済財政政策）,1,2023-11-08,2023-11-08,新藤義孝,埼玉2区,,ok,wikipedia,
宮口治子,みやぐちはるこ,参議院,立憲民主・社民,,1,2023-05-25,2023-05-25,宮口治子,広島県,,ok,wikipedia,
谷田川元,やたがわはじめ,衆議院,立憲民主党・無所属,,1,2023-05-15,2023-05-15,谷田川元,全国,比例区,ok,wikipedia,
楠田幹人,,参議院,,国土交通省大臣官房審議官,1,2023-05-15,2023-05-15,楠田幹人,,,no_district,,
若林洋平,わかばやしようへい,参議院,自由民主党,,1,2023-04-13,2023-04-13,若林洋平,静岡県,,ok,wikipedia,
井原巧,いはらたくみ,衆議院,自由民主党・無所属の会,,1,2023-02-16,2023-02-16,井原巧,愛媛県,第2区,ok,wikipedia,
野村哲郎,のむらてつろう,参議院,自由民主党,農林水産大臣,1,2022-12-09,2022-12-09,野村哲郎,鹿児島県,,ok,wikipedia,
青山桂子,,参議院,,厚生労働省大臣官房審議官,1,2022-11-01,2022-11-01,青山桂子,,,no_district,,
岡田恵子,,参議院,,外務省大臣官房審議官,1,2022-05-24,2022-05-24,岡田恵子,,,no_district,,
股野元貞,,参議院,,外務省大臣官房参事官,1,2022-05-24,2022-05-24,股野元貞,,,no_district,,
村山誠,,参議院,,厚生労働省大臣官房総括審議官,1,2022-05-17,2022-05-17,村山誠,,,no_district,,
武井俊輔,たけいしゅんすけ,衆議院,自由民主党,,1,2022-05-11,2022-05-11,武井俊輔,全国,比例区,ok,wikipedia,
中川宏昌,なかがわひろまさ,衆議院,公明党,,1,2022-02-21,2022-02-21,中川宏昌,全国,比例区,ok,wikipedia,
城井崇,きいたかし,衆議院,立憲民主党・無所属,,1,2022-02-18,2022-02-18,城井崇,福岡県,第10区,ok,wikipedia,
塩田博昭,しおたひろあき,参議院,公明党,,1,2022-02-18,2022-02-18,塩田博昭,全国,比例区,ok,wikipedia,
武井貞治,,衆議院,,厚生労働省大臣官房生活衛生・食品安全審議官,1,2022-02-16,2022-02-16,武井貞治,,,no_district,,
深澤陽一,ふかざわよういち,衆議院,自由民主党,厚生労働大臣政務官,1,2022-02-16,2022-02-16,深澤陽一,静岡4区,,ok,wikipedia,
山崎真之輔,やまざきしんのすけ,参議院,国民民主党・新緑風会,,1,2022-02-10,2022-02-10,山﨑真之輔,静岡県,,ok,wikipedia,
富田望,,衆議院,,厚生労働省大臣官房審議官,1,2021-04-20,2021-04-20,富田望,,,no_district,,
田島浩志,,衆議院,,外務省大臣官房審議官,1,2021-03-17,2021-03-17,田島浩志,,,no_district,,
宮内秀樹,みやうちひでき,衆議院,自由民主党・無所属の会,農林水産副大臣,1,2021-03-10,2021-03-10,宮内秀樹,福岡県,第4区,ok,wikipedia,
伊藤信太郎,いとうしんたろう,衆議院,自由民主党・無所属の会,,1,2021-03-09,2021-03-09,伊藤信太郎,全国,比例区,ok,wikipedia,
山田太郎,やまだたろう,参議院,自由民主党・国民の声,,1,2021-02-17,2021-02-17,山田太郎,,,no_district,,
高橋克法,たかはしかつのり,参議院,自由民主党・国民の声,,1,2020-11-24,2020-11-24,高橋克法,栃木県,,ok,wikipedia,
有村治子,ありむらはるこ,参議院,自由民主党・国民の声,,1,2020-06-01,2020-06-01,有村治子,全国,比例区,ok,wikipedia,
広田一,ひろたはじめ,衆議院,立憲民主・国民・社保・無所属フォーラム,,1,2020-05-27,2020-05-27,広田一,徳島県・高知県,,ok,wikipedia,
吉田忠智,よしだただとも,参議院,立憲・国民．新緑風会・社民,,1,2020-05-18,2020-05-18,吉田忠智,大分県,,ok,wikipedia,
岩濱洋海,,衆議院,,農林水産省大臣官房危機管理・政策立案総括審議官,1,2020-03-31,2020-03-31,岩濱洋海,,,no_district,,
藤木眞也,ふじきしんや,参議院,自由民主党・国民の声,農林水産大臣政務官,1,2020-03-26,2020-03-26,藤木眞也,全国,比例区,ok,wikipedia,
達谷窟庸野,,参議院,,厚生労働省大臣官房高齢・障害者雇用開発審議官,1,2020-03-19,2020-03-19,達谷窟庸野,,,no_district,,
ながえ孝子,ながえたかこ,参議院,碧水会,,1,2020-03-19,2020-03-19,永江孝子,愛媛県,,ok,wikipedia,
中原淳,,参議院,,国土交通省大臣官房建設流通政策審議官,1,2020-03-18,2020-03-18,中原淳,,,no_district,,
小寺裕雄,こてらひろお,衆議院,自由民主党・無所属の会,,1,2020-02-25,2020-02-25,小寺裕雄,全国,比例区,ok,wikipedia,
宮本周司,みやもとしゅうじ,衆議院,自由民主党・国民の声,経済産業大臣政務官,1,2019-11-13,2019-11-13,宮本周司,石川県,,ok,wikipedia,
石井みどり,いしいみどり,参議院,自由民主党・国民の声,,1,2019-06-10,2019-06-10,石井みどり,全国,比例区,ok,wikipedia,
森野泰成,,参議院,,外務大臣官房参事官,1,2019-04-16,2019-04-16,森野泰成,,,no_district,,
高井崇志,たかいたかし,衆議院,立憲民主党・無所属フォーラム,,1,2019-02-15,2019-02-15,高井崇志,全国,比例区,ok,wikipedia,
長岡寛介,,衆議院,,外務省大臣官房参事官,1,2019-01-23,2019-01-23,長岡寛介,,,no_district,,
斎藤嘉隆,さいとうよしたか,参議院,立憲民主党・民友会,,1,2018-12-07,2018-12-07,斎藤嘉隆,愛知県,,ok,wikipedia,
江崎孝,えさきたかし,参議院,立憲民主党・民友会,,1,2018-12-07,2018-12-07,江崎孝,全国,比例区,ok,wikipedia,
岡田直樹,おかだなおき,参議院,自由民主党・国民の声,,1,2018-12-07,2018-12-07,岡田直樹,石川県,,ok,wikipedia,
松本貴久,,参議院,,厚生労働大臣官房審議官,1,2018-12-04,2018-12-04,松本貴久,,,no_district,,
平沢勝栄,ひらさわかつえい,衆議院,自由民主党,,1,2018-11-27,2018-11-27,平沢勝栄,東京都,第17区,ok,wikipedia,
高橋俊之,,衆議院,,厚生労働省大臣官房年金管理審議官,1,2018-11-14,2018-11-14,高橋俊之,,,no_district,,
馬場伸幸,ばばのぶゆき,衆議院,日本維新の会,,1,2018-10-30,2018-10-30,馬場伸幸,大阪府,第17区,ok,wikipedia,
吉川沙織,よしかわさおり,参議院,立憲民主党・民友会,,1,2018-10-30,2018-10-30,吉川沙織,全国,比例区,ok,wikipedia,
大島一博,,参議院,,内閣府大臣官房審議官,1,2018-05-15,2018-05-15,大島一博,,,no_district,,
鈴木英二郎,,参議院,,国土交通大臣官房審議官,1,2018-05-15,2018-05-15,鈴木英二郎,,,no_district,,
和田純一,,衆議院,,厚生労働省大臣官房審議官,1,2018-04-18,2018-04-18,和田純一,,,no_district,,
中川雅治,なかがわまさはる,参議院,自由民主党・こころ,環境大臣・内閣府特命担当大臣（原子力防災）,1,2018-03-22,2018-03-22,中川雅治,東京都,,ok,wikipedia,
鈴木良典,,参議院,,農林水産大臣官房生産振興審議官,1,2017-06-06,2017-06-06,鈴木良典,,,no_district,,
木村義雄,きむらよしお,参議院,自由民主党・こころ,,1,2017-05-18,2017-05-18,木村義雄,,,no_district,,
橋本次郎,,衆議院,,農林水産省大臣官房参事官,1,2017-04-12,2017-04-12,橋本次郎,,,no_district,,
大菅岳史,,参議院,,外務大臣官房審議官,1,2016-11-17,2016-11-17,大菅岳史,,,no_district,,
山本尚子,,参議院,,厚生労働大臣官房審議官,1,2016-11-01,2016-11-01,山本尚子,,,no_district,,
